DR_NO,Date_Rptd,DATE_OCC,TIME_OCC,AREA,AREA_NAME,Rpt_Dist_No,Part_1_2,Crm_Cd,Crm_Cd_Desc,Mocodes,Vict_Age,Vict_Sex,Vict_Descent,Premis_Cd,Premis_Desc,Weapon_Used_Cd,Weapon_Desc,Status,Status_Desc,Crm_Cd_1,Crm_Cd_2,Crm_Cd_3,Crm_Cd_4,LOCATION,Cross_Street,LAT,LON
100105909,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,0200,01,Central,0154,2,624,BATTERY - SIMPLE ASSAULT,0416,25,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SPRING                       ST,,34.0474,-118.2496
100105910,02/06/2010 12:00:00 AM,02/05/2010 12:00:00 AM,2215,01,Central,0135,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,29,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,100 W  2ND                          ST,,34.051,-118.2445
100105913,02/06/2010 12:00:00 AM,02/05/2010 12:00:00 AM,1100,01,Central,0118,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1200 N  MAIN                         ST,,34.064,-118.2327
100105914,02/06/2010 12:00:00 AM,02/05/2010 12:00:00 AM,1030,01,Central,0111,2,888,TRESPASSING,,20,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,500 N  FIGUEROA                     ST,,34.0617,-118.2469
100105915,02/05/2010 12:00:00 AM,02/05/2010 12:00:00 AM,1700,01,Central,0185,2,354,THEFT OF IDENTITY,0377,21,F,H,406,OTHER STORE,,,IC,Invest Cont,354,,,,1100    MAPLE                        AV,,34.0371,-118.2551
100105918,02/06/2010 12:00:00 AM,02/05/2010 12:00:00 AM,0700,01,Central,0155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,46,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,6TH                          ST,WALL                         ST,34.0435,-118.2471
100105920,02/06/2010 12:00:00 AM,02/05/2010 12:00:00 AM,1830,01,Central,0181,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1100 S  FIGUEROA                     ST,,34.0437,-118.2652
100105928,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,0100,01,Central,0138,1,210,ROBBERY,0344 0400 0421,46,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3RD                          ST,LOS ANGELES,34.048,-118.2438
100105932,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,0330,01,Central,0142,1,121,"RAPE, FORCIBLE",0500 0532 0522,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,4TH                          ST,FLOWER,34.053,-118.2548
100105936,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,1630,01,Central,0142,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0411,29,M,H,207,BAR/COCKTAIL/NIGHTCLUB,204,FOLDING KNIFE,AA,Adult Arrest,230,,,,300 S  HILL                         ST,,34.0517,-118.2491
100105937,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,1640,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),,23,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,700 W  7TH                          ST,,34.048,-118.2577
100105939,02/06/2010 12:00:00 AM,02/05/2010 12:00:00 AM,0900,01,Central,0152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,51,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,600    WILSHIRE                     BL,,34.048,-118.256
100106137,02/11/2010 12:00:00 AM,02/10/2010 12:00:00 AM,1745,01,Central,0157,2,946,OTHER MISCELLANEOUS CRIME,,50,M,B,710,OTHER PREMISE,,,AO,Adult Other,946,,,,6TH,STANFORD,34.0408,-118.2428
100105940,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,1400,01,Central,0156,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0416 0421,25,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100105941,02/06/2010 12:00:00 AM,02/05/2010 12:00:00 AM,0500,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429 1202,62,M,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100105944,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,1845,01,Central,0191,1,330,BURGLARY FROM VEHICLE,0344 1606,40,M,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1300 S  FIGUEROA                     ST,,34.0407,-118.268
100105945,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,1830,01,Central,0111,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 1243 2000,32,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,700 N  MAIN                         ST,,34.0583,-118.2378
100105948,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,0005,01,Central,0128,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,25,M,H,710,OTHER PREMISE,,,IC,Invest Cont,745,,,,2ND,SAN PEDRO,34.0491,-118.2414
100105950,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,0125,01,Central,0144,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,22,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,400 S  MAIN                         ST,,34.0482,-118.2472
100105953,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,0100,01,Central,0151,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,47,F,O,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,900    WILSHIRE                     BL,,34.0501,-118.2592
100105955,02/07/2010 12:00:00 AM,02/06/2010 12:00:00 AM,2130,01,Central,0111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,24,F,H,108,PARKING LOT,,,IC,Invest Cont,745,,,,900 N  BROADWAY,,34.064,-118.2375
100105956,02/07/2010 12:00:00 AM,02/06/2010 12:00:00 AM,2025,01,Central,0143,2,624,BATTERY - SIMPLE ASSAULT,0416,41,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 S  BROADWAY,,34.0495,-118.2494
100105957,02/07/2010 12:00:00 AM,02/06/2010 12:00:00 AM,1850,01,Central,0142,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,25,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,500 W  5TH                          ST,,34.0495,-118.2529
100105958,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,0111,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416,36,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 N  HILL                         ST,,34.0644,-118.2387
100105959,02/07/2010 12:00:00 AM,02/06/2010 12:00:00 AM,1920,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,53,F,W,146,PATIO*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH,SAN PEDRO,34.0423,-118.2452
100105960,02/07/2010 12:00:00 AM,02/06/2010 12:00:00 AM,1830,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,59,F,W,146,PATIO*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100105967,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,1115,01,Central,0111,1,350,"THEFT, PERSON",0344 0416,47,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,350,,,,ORD                          ST,SPRING                       ST,34.0599,-118.2379
100105970,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,0700,01,Central,0159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1402,44,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,745,998,,,2000 E  7TH                          ST,,34.0346,-118.2323
100105971,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,1110,01,Central,0118,2,624,BATTERY - SIMPLE ASSAULT,0400 0417 0429,59,F,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1700 N  SPRING                       ST,,34.0695,-118.2273
100105972,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,1110,01,Central,0182,1,210,ROBBERY,0344 0400,58,M,B,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,PICO                         BL,GRAND                        AV,34.0389,-118.2643
100105973,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,1120,01,Central,0185,2,946,OTHER MISCELLANEOUS CRIME,,41,M,W,103,ALLEY,,,AA,Adult Arrest,946,,,,1000    MAPLE                        AV,,34.0383,-118.254
100105976,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,1230,01,Central,0132,1,330,BURGLARY FROM VEHICLE,0344 0358 1202 1309 1607,71,M,O,101,STREET,,,IC,Invest Cont,330,,,,HOPE                         ST,KOSEIUSZKO                   ST,34.0547,-118.2505
100105977,02/07/2010 12:00:00 AM,02/01/2010 12:00:00 AM,1000,01,Central,0132,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,37,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,200 S  GRAND                        AV,,34.0545,-118.2499
100105981,02/06/2010 12:00:00 AM,02/06/2010 12:00:00 AM,2135,01,Central,0111,1,220,ATTEMPTED ROBBERY,0202 0319 0432 0906 1217 1251,16,F,H,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,220,,,,N  BROADWAY,CESAR E CHAVEZ,34.0604,-118.2393
100105988,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,2220,01,Central,0195,2,624,BATTERY - SIMPLE ASSAULT,0400 2000,51,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1500    MAPLE                        AV,,34.0326,-118.2589
100105989,02/08/2010 12:00:00 AM,02/08/2010 12:00:00 AM,0300,01,Central,0148,2,901,VIOLATION OF RESTRAINING ORDER,,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901,,,,600 E  5TH                          ST,,34.0435,-118.2427
100105990,02/08/2010 12:00:00 AM,02/07/2010 12:00:00 AM,0700,01,Central,0111,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,34,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,700    MAIN                         ST,,34.0583,-118.2378
100105991,02/08/2010 12:00:00 AM,02/07/2010 12:00:00 AM,1415,01,Central,0152,2,860,BATTERY WITH SEXUAL CONTACT,0400,0,F,B,738,LIBRARY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,600 W  5TH                          ST,,34.0502,-118.254
100105992,02/08/2010 12:00:00 AM,02/07/2010 12:00:00 AM,1415,01,Central,0152,2,860,BATTERY WITH SEXUAL CONTACT,0400,0,F,B,738,LIBRARY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,600 W  5TH                          ST,,34.0502,-118.254
100105997,02/07/2010 12:00:00 AM,02/07/2010 12:00:00 AM,2230,01,Central,0195,2,624,BATTERY - SIMPLE ASSAULT,0416 2000,51,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VENICE,MAPLE,34.0335,-118.2619
100106251,02/12/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1900,01,Central,0118,2,900,VIOLATION OF COURT ORDER,0906,0,M,W,102,SIDEWALK,,,IC,Invest Cont,900,,,,BLOOM,CARDINAL,34.0633,-118.229
100105998,02/08/2010 12:00:00 AM,02/07/2010 12:00:00 AM,0730,01,Central,0192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,1500 S  GRAND                        AV,,34.0365,-118.2659
100106004,02/08/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1230,01,Central,0153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416,50,M,B,102,SIDEWALK,308,STICK,IC,Invest Cont,626,,,,500 S  SPRING                       ST,,34.0474,-118.2496
100106010,02/08/2010 12:00:00 AM,02/07/2010 12:00:00 AM,2200,01,Central,0135,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,32,M,O,102,SIDEWALK,,,IC,Invest Cont,331,,,,3RD,SPRING,34.0503,-118.247
100106011,02/08/2010 12:00:00 AM,02/05/2010 12:00:00 AM,1630,01,Central,0192,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1810,53,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,1300 S  OLIVE                        ST,,34.0381,-118.2629
100106012,02/08/2010 12:00:00 AM,01/27/2010 12:00:00 AM,1800,01,Central,0164,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601 1803,52,M,A,504,OTHER RESIDENCE,,,IC,Invest Cont,341,,,,600 S  MAIN                         ST,,34.0453,-118.2499
100106014,02/08/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1250,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),,23,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,700 W  7TH                          ST,,34.048,-118.2577
100106023,02/08/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1450,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,700 W  7TH                          ST,,34.048,-118.2577
100106027,02/09/2010 12:00:00 AM,02/09/2010 12:00:00 AM,0200,01,Central,0119,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,34,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,LOS ANGELES                  ST,101 FRWY,34.0553,-118.2391
100106028,02/09/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1200,01,Central,0153,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,73,F,W,709,PUBLIC RESTROOM(INDOORS-INSIDE),,,IC,Invest Cont,341,,,,600 S  HILL                         ST,,34.0474,-118.2531
100106032,02/09/2010 12:00:00 AM,02/02/2010 12:00:00 AM,0700,01,Central,0127,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,300 N  LOS ANGELES                  ST,,34.0534,-118.2409
100106035,02/09/2010 12:00:00 AM,02/06/2010 12:00:00 AM,2000,01,Central,0128,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,,40,M,A,210,RESTAURANT/FAST FOOD,,,AO,Adult Other,930,,,,300 E  2ND                          ST,,34.0493,-118.2418
100106036,02/05/2010 12:00:00 AM,02/04/2010 12:00:00 AM,1030,01,Central,0157,1,210,ROBBERY,0342 0344 0352 0416 0420 0417 0429 0444 1202 1221,70,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6TH                          ST,SAN PEDRO,34.0417,-118.2443
100106040,02/09/2010 12:00:00 AM,01/04/2010 12:00:00 AM,1200,01,Central,0152,2,354,THEFT OF IDENTITY,0100 0930,27,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  FLOWER                       ST,,34.0502,-118.2574
100106059,02/09/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1610,01,Central,0185,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,39,F,A,101,STREET,,,IC,Invest Cont,331,,,,100 E  11TH                         ST,,34.0391,-118.2581
100106061,02/09/2010 12:00:00 AM,02/06/2010 12:00:00 AM,2300,01,Central,0166,1,210,ROBBERY,0344 0416,48,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,WALL,34.0412,-118.2474
100106062,02/09/2010 12:00:00 AM,02/09/2010 12:00:00 AM,1130,01,Central,0157,2,850,INDECENT EXPOSURE,0529 1239,27,M,B,101,STREET,,,IC,Invest Cont,850,,,,6TH,STANFORD,34.0408,-118.2428
100106064,02/09/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1030,01,Central,0176,2,932,PEEPING TOM,0432,21,F,W,709,PUBLIC RESTROOM(INDOORS-INSIDE),,,IC,Invest Cont,932,,,,800 S  LOS ANGELES                  ST,,34.0419,-118.2523
100106066,02/09/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1300,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,0416,31,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1100    SANTEE                       ST,,34.0378,-118.2561
100106067,02/09/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1215,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,0319 0400 0601,44,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1100    SANTEE                       ST,,34.0378,-118.2561
100106068,02/09/2010 12:00:00 AM,02/09/2010 12:00:00 AM,1430,01,Central,0132,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 S  GRAND                        AV,,34.0545,-118.2499
100106069,02/09/2010 12:00:00 AM,02/08/2010 12:00:00 AM,1730,01,Central,0185,1,350,"THEFT, PERSON",0305 0346,49,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,OLYMPIC,WALL,34.0369,-118.2522
100106074,02/09/2010 12:00:00 AM,01/29/2010 12:00:00 AM,1200,01,Central,0111,2,354,THEFT OF IDENTITY,0377,74,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700    NEW DEPOT                    ST,,34.065,-118.2418
100106075,02/09/2010 12:00:00 AM,02/09/2010 12:00:00 AM,1900,01,Central,0111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0416 0906,18,M,O,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,230,,,,ALPINE                       ST,YALE,34.0632,-118.2408
100106076,02/09/2010 12:00:00 AM,02/09/2010 12:00:00 AM,1550,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),,23,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,700 W  7TH                          ST,,34.048,-118.2577
100106082,02/10/2010 12:00:00 AM,02/08/2010 12:00:00 AM,2245,01,Central,0101,1,330,BURGLARY FROM VEHICLE,0344 1302,26,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,900    WHITE KNOLL                  DR,,34.0671,-118.2483
100106083,02/10/2010 12:00:00 AM,02/09/2010 12:00:00 AM,1700,01,Central,0139,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0344 0432 0601,27,M,O,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,IC,Invest Cont,930,,,,800    TRACTION                     AV,,34.0454,-118.236
100106084,02/10/2010 12:00:00 AM,02/05/2010 12:00:00 AM,1200,01,Central,0162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601,30,F,A,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,341,,,,800 W  7TH                          ST,,34.0487,-118.2588
100106087,02/09/2010 12:00:00 AM,02/09/2010 12:00:00 AM,2300,01,Central,0135,2,624,BATTERY - SIMPLE ASSAULT,0400,29,M,B,210,RESTAURANT/FAST FOOD,503,CAUSTIC CHEMICAL/POISON,IC,Invest Cont,624,,,,BROADWAY,4TH                          ST,34.0151,-118.4936
100106134,02/10/2010 12:00:00 AM,02/10/2010 12:00:00 AM,0930,01,Central,0135,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,300 S  SPRING                       ST,,34.0503,-118.247
100106138,02/11/2010 12:00:00 AM,02/10/2010 12:00:00 AM,2200,01,Central,0156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31,M,H,406,OTHER STORE,,,AA,Adult Arrest,440,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
100106140,02/11/2010 12:00:00 AM,01/13/2010 12:00:00 AM,0001,01,Central,0155,2,946,OTHER MISCELLANEOUS CRIME,,36,M,H,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,200 E  6TH                          ST,,34.0446,-118.249
100106145,02/10/2010 12:00:00 AM,02/10/2010 12:00:00 AM,0100,01,Central,0182,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26,F,H,101,STREET,,,IC,Invest Cont,745,,,,HOPE                         ST,VENICE,34.0363,-118.2677
100106149,02/10/2010 12:00:00 AM,02/10/2010 12:00:00 AM,1845,01,Central,0132,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344,29,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,100 S  GRAND                        AV,,34.0557,-118.2488
100106150,02/10/2010 12:00:00 AM,01/13/2010 12:00:00 AM,0001,01,Central,0155,2,946,OTHER MISCELLANEOUS CRIME,,0,M,O,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,200 E  6TH                          ST,,34.0446,-118.249
100106151,02/10/2010 12:00:00 AM,02/10/2010 12:00:00 AM,1600,01,Central,0155,2,901,VIOLATION OF RESTRAINING ORDER,,50,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,500    MAPLE                        AV,,34.0454,-118.2466
100106157,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1010,01,Central,0118,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0906,20,M,H,702,OFFICE BUILDING/OFFICE,,,AA,Adult Arrest,745,,,,MAIN                         ST,COLLEGE,34.0627,-118.2341
100106160,02/11/2010 12:00:00 AM,02/08/2010 12:00:00 AM,2000,01,Central,0192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,61,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,1300 S  HOPE                         ST,,34.0395,-118.2656
100106161,02/11/2010 12:00:00 AM,02/10/2010 12:00:00 AM,2345,01,Central,0162,1,210,ROBBERY,0344,32,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,600 W  9TH                          ST,,34.0451,-118.2604
100106170,02/11/2010 12:00:00 AM,01/14/2010 12:00:00 AM,0900,01,Central,0124,2,354,THEFT OF IDENTITY,0377,53,F,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,354,,,,200 N  MAIN                         ST,,34.0532,-118.2425
100106174,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,0615,01,Central,0119,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500    RAMIREZ                      ST,,34.0552,-118.2322
100106190,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1415,01,Central,0156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500    SAN JULIAN                   ST,,34.0446,-118.245
100106193,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1300,01,Central,0145,1,310,BURGLARY,0344,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,400 S  MAIN                         ST,,34.0482,-118.2472
100106194,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1400,01,Central,0139,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,53,F,O,101,STREET,,,IC,Invest Cont,745,,,,100 S  ALAMEDA                      ST,,34.049,-118.2381
100106195,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1030,01,Central,0185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31,F,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,OLYMPIC,SANTEE,34.0386,-118.2544
100106198,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1030,01,Central,0192,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,HOPE,PICO,34.0391,-118.2659
100106205,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1520,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,23,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
100106208,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,2145,01,Central,0154,2,624,BATTERY - SIMPLE ASSAULT,0416 0429,30,F,B,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,998,,,100 W  5TH                          ST,,34.0467,-118.2485
100106210,02/11/2010 12:00:00 AM,02/11/2010 12:00:00 AM,1710,01,Central,0162,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,745,,,,700 W  7TH                          ST,,34.048,-118.2577
